name,description,productImageUrl,collection,sku,visible
"4"" Nephthytis - Holly",,23f81e_503431d6495c4ef79b62fff63d967172~mv2.jpg,"4"" pots;Tropical Plants",1110296500,TRUE
"4"" Nephthytis - Moonshine",,23f81e_75c20500ea93425da15aa559ec93ee55~mv2.jpg,"4"" pots;Tropical Plants",1110295500,TRUE
"4"" Calathea - Medallion",,23f81e_7abf05e283194dd4b14399f4a715c1db~mv2.jpg,"4"" pots;Tropical Plants",1110026500,TRUE
"4"" Calathea - Burl Marx",,23f81e_0b025514a1e4448e9729073a8ea0e21c~mv2.jpg,"4"" pots;Tropical Plants",1110026800,TRUE
"4"" Staghorn Fern",,23f81e_e58b4e08139e444e97dddd9ebb9b90d4~mv2.jpg,"4"" pots;Ferns;Tropical Plants",411008100,TRUE
"4"" Maidenhair Fern - Rosy",,23f81e_6c9b9154fb414f4e98271ca2f893e393~mv2.jpg,"4"" pots;Ferns;Tropical Plants",4110019800,FALSE
"4"" Chain Plant - Navicularis",,23f81e_c4b9948d6ecf4dde8b8623eb9769b43c~mv2.jpg,"4"" pots;Tropical Plants",1110311600,TRUE
"4"" Hoya - Krimson Queen",,23f81e_496f552bdbe14dfeb23bd41ad0e36947~mv2.jpg;23f81e_18da4b85ee0c484dab234209ea6df593~mv2.jpg,"4"" pots;Tropical Plants",1110181600,TRUE
"4"" Hoya Gracillis",,23f81e_5e384a0e015642f6bab48b85ea13d13d~mv2.jpg,"4"" pots;Tropical Plants",1110118900,TRUE
"4"" Hoya - Rosita",,23f81e_c1e07a7e372d426b8ecdc616e0617763~mv2.jpg,"4"" pots;Tropical Plants",1110119000,TRUE
"4"" Alocasia - Silver Dragon",,23f81e_35cb87a6d2ba4565bf788eb853ba4a86~mv2.jpg,"4"" pots",1110009400,TRUE
"4"" Schimatoglottis",,23f81e_eb3f01efb7474e15b67a7433b979027e~mv2.jpg,"4"" pots;Tropical Plants",1110193600,TRUE
"4"" Alocasia - Dragon",,23f81e_07f7ceb5cf01417088db349780095217~mv2.jpg,"4"" pots;Tropical Plants",1110010100,TRUE
"4"" Philo - White Princess",,23f81e_de302853bf014cdc8ea9157e65961b83~mv2.jpg,"4"" pots;Tropical Plants",1110233900,TRUE
"4"" Alocasia - Frydek",,23f81e_0cb5de43bb4043f693a2c4ab7f23f84a~mv2.jpg,"4"" pots",1110010300,TRUE
"4"" Philo - Ring of Fire",,23f81e_4860e8ba37314779810c47c595db9905~mv2.jpg,"4"" pots;Tropical Plants",1110235800,TRUE
"4"" Alocasia - Hilo Beauty",,23f81e_f20bc1bfec6f4251b6c9fa10867fd15d~mv2.jpg,"4"" pots;Tropical Plants",1110009100,TRUE
"4"" Philo - Pink Princess",,23f81e_ab58167d55ea448eadf7b517fb082c99~mv2.jpg,"4"" pots;Tropical Plants",1110233800,TRUE
"4"" Alocasia - Red Secret",,23f81e_e09f858b92ba43308512827f392c9bd7~mv2.jpg,"4"" pots;Tropical Plants",1110009300,TRUE
"4"" Monstera - Deliciosa",,23f81e_a109c4df91ca4bfea9cf0125713fa8f0~mv2.jpg,"4"" pots",1110234500,TRUE
"4"" Maranta - Silver Band",,23f81e_f65c06fb932d48c8a8524212e7bc1ead~mv2.jpg,"4"" pots;Tropical Plants",1110155400,TRUE
"4"" Ivy - Marengo",,23f81e_5a3ff2e9ffe64c15a317ccd1d919cdfe~mv2.jpg,"4"" pots;Tropical Plants",1110104700,TRUE
"4"" Pilea Ellen",,23f81e_528c44b5ee6e496496ffeaae960169cd~mv2.jpg,"4"" pots;Tropical Plants",1110241700,TRUE
"4"" Dracaena Ribbon - Variegated",,23f81e_c7b5ad7a9e77402685af7071c3656a09~mv2.jpg,"4"" pots;Tropical Plants",1110068500,TRUE
"4"" Dracaena - Dragon Tree - Bicolor",,23f81e_7b14629d1021422eb453e5ff97287c49~mv2.jpg,"4"" pots;Tropical Plants",1110072000,TRUE
"6"" Alocasia - Silver Dragon",,23f81e_a4a3ba3ef2fa495bbfc49b8b566c14ce~mv2.jpg,"6"" pots;Tropical Plants",1115009300,TRUE
"4"" Crassula - Rosularis",,23f81e_fbc8ef95cbb042cda3598959c79f675b~mv2.jpg,"4"" pots;Tropical Plants",1110032500,TRUE
"4"" Pilea - Moon Valley",,23f81e_fed46c6ac85049918eaa4533f2aefb0a~mv2.jpg,"4"" pots;Tropical Plants",1110241800,TRUE
"4"" Peperomia - Angulata",,23f81e_a7fdc53186b442a1bf3836778d607017~mv2.jpg,"4"" pots;Tropical Plants",1110196100,TRUE
"4"" Alocasia - Purple Sword",,23f81e_9879f9bf17d04b80919ba64c72a10df8~mv2.jpg,"4"" pots;Tropical Plants",1110009900,TRUE
"4"" Peperomia - Hope",,23f81e_1c2b3add53cf499799b11a6bb8140799~mv2.jpg,"4"" pots;Tropical Plants",1110195400,TRUE
"4"" Alocasia - Red Secret",,23f81e_2175dcd1a9b64f70a22d9a9f0a45559c~mv2.jpg,"4"" pots;Tropical Plants",1110009300,TRUE
"4"" Croton - Gold Dust",,23f81e_6ed68cae8fdd4f9092669f40b64d875e~mv2.jpg,"4"" pots;Tropical Plants",1110040000,TRUE
"4"" Peperomia - Amigo",,23f81e_d47886ff563e4e7ea8caede4f2185b98~mv2.jpg,"Tropical Plants;4"" pots",1110194600,TRUE
"4"" Goldfish - Hypocerta",,23f81e_b5d28499f2434073a3bc6b4f2d888527~mv2.jpg,"4"" pots;Tropical Plants",1110178000,TRUE
"4"" Dieffenbachia - Amy",,23f81e_fb07bb98316046b28267deac988fb203~mv2.jpg,"4"" pots;Tropical Plants",1110061500,TRUE
"4"" Spider - Curly Green",,23f81e_0cffc56203214661bd2676eb25a318db~mv2.jpg,"4"" pots;Tropical Plants",1110024600,TRUE
"4"" Wax Ivy - Green",,23f81e_e216c1e8cc694088ac08f2de3dc44d4a~mv2.jpg,"4"" pots;Tropical Plants",1110287100,TRUE
"4"" Wax Ivy - Variegated",,23f81e_25ce87a3d051443ea98713cd343f7716~mv2.jpg,"4"" pots;Tropical Plants",1110287600,TRUE
"4"" Tradescantia -Hijau Baru",,23f81e_8de735b7408a46e6b902bf716199b1b2~mv2.jpg,"4"" pots;Tropical Plants",1110311500,TRUE
"4"" Tradescantia - White Inch",,23f81e_b8315fbe6e6c44e89af4e51d4445d20c~mv2.jpg,"4"" pots;Tropical Plants",1110297100,TRUE
"4"" Philodendron Cordatum Lime",,23f81e_42b35323252a4978975bced7e98b268e~mv2.jpg,"4"" pots;Tropical Plants",1110234200,TRUE
"4"" Nephthytis - Strawberry/Cream",,23f81e_19c710e06cd74918a749dee901a4e18c~mv2.jpg,"4"" pots;Tropical Plants",1110295800,TRUE
"4"" Callisia - Pink Lady",,23f81e_2b388bbb717446b3a66e7d27245cb1b4~mv2.jpg,"4"" pots;Tropical Plants",1110036700,TRUE
"4"" Hoya - Curtisii",,23f81e_d042b535ddab4adf98ab47ceeed5f4da~mv2.jpg,"4"" pots;Tropical Plants",1110181700,TRUE
"4"" Hoya - Australis Grande",,23f81e_e853ec39c87f407bbf927b41b91797c0~mv2.jpg,"4"" pots;Tropical Plants",1110181100,TRUE
"4"" Hoya - Wayetti",,23f81e_9f859e097b8e47c2a194c5d48eede22d~mv2.jpg,"4"" pots;Tropical Plants",1110118600,TRUE
"4"" Philodendron - Prince Orange",,23f81e_85751b697f8344cfb8185642d74af262~mv2.jpg,"4"" pots",1110235700,TRUE
"4"" Philodendron - Birken",,23f81e_acbe412bf2e44b319a79d1a6ff00f37b~mv2.jpg,"4"" pots;Tropical Plants",1110236000,TRUE
"4"" Seersucker",,23f81e_139fd153266543fda18ad22e1ef4fbcd~mv2.jpg,"4"" pots;Tropical Plants",1110287400,TRUE
"4"" Tradescantia - Nanouk",,23f81e_4fa53d353fb147118f423ca708313b16~mv2.jpg,"4"" pots;Tropical Plants",1110311300,TRUE
"4"" Crassula - Calico Kitten",,23f81e_9c0e1fd8ea2f4a339665aff9b72841ab~mv2.jpg,"4"" pots;Tropical Plants",1110030000,TRUE
"4"" Ficus - Audrey",,23f81e_2c4fc6e8bfd543c5a2d90354e2b92234~mv2.jpg,"4"" pots;Tropical Plants",1110087100,TRUE
"4"" Homalomena",,23f81e_a0c0a66bdd3e429eaf065ca7e04cb335~mv2.jpg,"4"" pots;Tropical Plants",1110155000,TRUE
"4"" African Mask",,23f81e_a26053b9764443f0a2d873a731164797~mv2.jpg,"4"" pots;Tropical Plants",1110009500,TRUE
"4"" Alocasia - Pink Princess",,23f81e_50ef174579c44e808cbe46e7bfde6cbd~mv2.jpg,"4"" pots;Tropical Plants",1110009700,TRUE
"4"" Alocasia - Black Velvet",,23f81e_61d65cc6680b43eeae1a9607abec8193~mv2.jpg,"4"" pots;Tropical Plants",1110009800,TRUE
"4"" Aglaenema - Red",,23f81e_6e7fcd2b5e304a28a3d04e11e8829d83~mv2.jpg,"4"" pots;Tropical Plants",1110008500,TRUE
Begonia - Maculata,,23f81e_45e171392d3b40aeb05ff267ec01b977~mv2.jpg,"4"" pots;Tropical Plants;Unexpected Finds",1110021600,TRUE
"4"" Calathea - Peacock",,23f81e_62d17021c668433bba24b0915a130d93~mv2.jpg,"4"" pots;Tropical Plants",1110027600,TRUE
"4"" Calathea - Orbifolia",,23f81e_d2c6ce07b7584b5381c1a09f0d6fd364~mv2.jpg,"4"" pots;Tropical Plants",1110028500,TRUE
"4"" Calathea - Ornata",,23f81e_47d02896657f4f9d91253054c6af6bc1~mv2.jpg,"4"" pots;Tropical Plants",1110027200,TRUE
"4"" Calathea - Zebrina",,23f81e_2b89a6f5e91f4544a60d16b5a9310857~mv2.jpg,"4"" pots;Tropical Plants",1110028200,TRUE
"4"" Calathea - Freddie",,23f81e_d7df0f8acaab46b5a700fd1146f64490~mv2.jpg,"4"" pots;Tropical Plants",1110028400,TRUE
"4"" Philodendron - Micans",,23f81e_c8a6aa91992d4265ba535bd0abe9428e~mv2.jpg,"4"" pots;Tropical Plants",1110234900,TRUE
Straw Basket w/ Pothos,,23f81e_8cd8886f327a47aeb1144389681f696d~mv2.jpg,"Hanging Baskets;Planters, Set Ins, and Novelties;Tropical Plants;Fall",2115460000,FALSE
"4"" Philodendron - Brazil",,23f81e_69c8b6d5eb184f13a354fe8371c2c332~mv2.jpg,"4"" pots;Tropical Plants",1110234100,TRUE
"4"" Pothos - Satin",,23f81e_70b0a2d378884c00ae16e944bed9e4de~mv2.jpg,"4"" pots;Tropical Plants",1110285300,TRUE
"8"" Two Tone Footed",,23f81e_fa0480ca50d54cfdb76524b091528430~mv2.jpg,"8"" planter;Nature's Garden;Planters, Set Ins, and Novelties",7175507200,FALSE
"7"" Waveline",,23f81e_278ad98c8b1a41b8accde91f4387852f~mv2.jpg,"7"" planter;Nature's Garden;Planters, Set Ins, and Novelties",7175241800,FALSE
"7"" Teal Dimple",,23f81e_038230392ce143b9bc7f76fe2ee8bb84~mv2.jpg,"7"" planter;Nature's Garden;Planters, Set Ins, and Novelties",7188223300,FALSE
"7"" Gingham",,23f81e_b72f75529ca94a17b48f4abe2c56d77d~mv2.jpg;23f81e_e684b507846941ee808d01afcba053f6~mv2.jpg;23f81e_0c092b95315b4d4c84cb63eb257ec6a0~mv2.jpg,"7"" planter;Nature's Garden;Planters, Set Ins, and Novelties",7175517400,FALSE
"4"" Fluted White w/ Assorted Flowering",,23f81e_351d1ae3524c48e4854a352eb6fbe55c~mv2.jpg,"4"" pots;Planters, Set Ins, and Novelties",7010666400,FALSE
"4"" Fireworks w/ Assorted Flowering",,23f81e_2e0fea0ca19a4f05876ec3ec2cc9ff38~mv2.jpg,"4"" pots;Planters, Set Ins, and Novelties",7010709500,FALSE
"4"" Canadian Peace Lily",,23f81e_3e5673a5d1e04b648c1c4834c54de2c1~mv2.jpg,"4"" pots;Planters, Set Ins, and Novelties;Flowering Plants",1310290800,FALSE
"6x8"" Oval Watering Can",,23f81e_6f21d59969454173a37794eb71c03364~mv2.jpg,"7"" planter;Planters, Set Ins, and Novelties",7188802100,FALSE
"7"" Blues Planter",,23f81e_5446be193f594ad3b1c6aa9e2041f29d~mv2.jpg,"7"" planter;Planters, Set Ins, and Novelties",7188408200,FALSE
6x11 Ribbed Oval Metal,,23f81e_a2411bc6e3e147debcbcf490b673a993~mv2.jpg,"Planters, Set Ins, and Novelties;6x11"" planter",7188338000,FALSE
5x10 Truck w/ Trops,,23f81e_b01b041e960a4128916adc9b04ca5788~mv2.jpg,"Planters, Set Ins, and Novelties;Nature's Garden",7118234000,TRUE
"4"" Coffee Mug",,23f81e_b2499092faee493896e087a78b8112b0~mv2.jpg,"4"" pots;Planters, Set Ins, and Novelties",7010724600,FALSE
"4"" Dimple w/ Mini Rose",,23f81e_22f50897d09945968dee37c62a91d0da~mv2.jpg,"4"" pots;Mother's Day",7010332200,FALSE
6x8 Lines Watering Can,,23f81e_4455156b2b87496aa51e39b6d1e347f3~mv2.jpg,"6x11"" planter;Planters, Set Ins, and Novelties;Nature's Garden",7188409100,FALSE
"6"" Bridal Veil H.B.","<p style=""text-align: center;""><em> Gibasis Geniculata </em></p> <p>&nbsp;</p> <p> Bridal Veil is a fast growing trailing vine that is very easy to care for. The foliage grows long and thick, and is studded with tiny, white flowers that resemble pearls on a bride's veil. Bridal Veil, like most tropical plants, grow best in higher humidity. If the air in your home is not humid enough, lightly mist your plant with water to help increase the humidity. If your plant starts to drop leaves, it is probably not getting enough light. </p> <p>&nbsp;</p> <table border=""1""> <tbody> <tr> <td> <img title=""Sun_PartialShade.png"" src=""https://static.wixstatic.com/media/db81aa_3d5ce1e9ce234b8a9763e911a7d67bde~mv2.png"" alt=""Sun_PartialShade.png"" width="""" height=""32""> </td> <td> Bridal Veil grows best in bright, indirect light. Direct sunlight may cause burning and scorching to the leaves. The proper amount of light will help keep the foliage lush and dark, and will help brighten the purple urderside of the leaves. </td> </tr>  <tr><td> &nbsp; <img height=""44"" width="""" alt=""Water2.png"" src=""https://static.wixstatic.com/media/db81aa_8c9ccd8a88a34b13b24514aac1a9990f~mv2.png"" title=""Water2.png""> </td> <td> In perfect conditions, Bridal Veil should be watered every 2 weeks, when the top 1-2 inches of soil have dried out. To check, stick your finger into the soil to the second knuckle. If the soil feels dry, it's time to water your plant. Bridal Veil goes into a ""rest period"" during the Winter, which means it won't need to be watered quite as often. WHen watering your plant, discard any excess water that has drained out the bottom of the pot. </td> </tr> <tr> </tr><tr> <td> &nbsp;<img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_378dfbc9fd484321a96ace983840cae2~mv2.png"" title=""Fertilizer.png""> </td> <td> Fertilize once a month with a 50/50 solution of liquid fertilizer and water during the growing season (Spring and Summer). </td> </tr> <tr> <td> &nbsp; <img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_3500808838b04774a77f752a0b06ff5f~mv2.png"" title=""Pruning.png""> </td> <td> To improve your plant's appearance, and help increase its access to fresh air and enough light, remove browning damaged leaves, dead stems, and dried up flowers. This can be done with either pinching or small pruning shears or scissors. </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""Fertilizer.png"" src=""https://static.wixstatic.com/media/db81aa_1518c746bb784187b39b6d7c0f0a9d99~mv2.png"" title=""Size.png""> </td> <td> Height: 20 cm Spread: indefinite </td> </tr> <tr> <td> &nbsp; &nbsp; <img height=""44"" width="""" alt=""Temperature.png"" src=""https://static.wixstatic.com/media/db81aa_496ed922576a43b1913b631cdde0a39c~mv2.png"" title=""Temperature.png""> </td> <td> 15° - 25°C | 59° - 77°F </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""NotPetFriendly.png"" src=""https://static.wixstatic.com/media/db81aa_6e13bb1bf0c2463e9aa88ec9e5ccb974~mv2.png"" title=""NotPetFriendly.png""> </td> <td> Toxic to pets and people </td> </tr> </tbody> </table> <p> &nbsp; &nbsp;<img height=""40"" width="""" alt=""DoNotConsume.png"" src=""https://static.wixstatic.com/media/db81aa_01125692a4f045aaac47321190267a00~mv2.png"" title=""DoNotConsume.png""> </p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",,"6"" pots;Hanging Baskets;Tropical Plants",2115100000,TRUE
"6"" Philodendron - Brazil H.B.","<p style=""text-align: center;""><em> Philodendron Species </em></p> <p>&nbsp;</p> <p> Philodendron is a slow growing yet resilient plant. These trailing vines can grow to be incredible lengths that look stunning in hanging baskets, but they are also very capable climbing vines, as long as they have a support or trellis to climb up. There are many varieties of Philodendron available each with their own claim to fame. Some are streaked with bright green, yellow or pink, while others can grow large, heart shaped leaves. They grow best in higher humidity; if it isn't humid enough around your plant, lightly mist it with water once a week, and keep your plant away from drafts and air vents. Philodendron leaves are naturally shiny and smooth, easily collecting dust. Use a damp washcloth to clean the leaves and restore their shine. </p> <p>&nbsp;</p> <table border=""1""> <tbody> <tr> <td> <img title=""Sun_PartialShade.png"" src=""https://static.wixstatic.com/media/db81aa_3d5ce1e9ce234b8a9763e911a7d67bde~mv2.png"" alt=""Sun_PartialShade.png"" width="""" height=""32""> </td> <td> Philodendron grow best in bright, indirect light. The ideal spot would be by a window that gets lots of bright light but no direct sunlight. Direct sunlight will scorch and burn the leaves. You will know if your plant is getting enough light if their growth remains strong and vibrant, and the leaves are at least 3 inches long. </td> </tr>  <tr><td> &nbsp; <img height=""44"" width="""" alt=""Water2.png"" src=""https://static.wixstatic.com/media/db81aa_8c9ccd8a88a34b13b24514aac1a9990f~mv2.png"" title=""Water2.png""> </td> <td> Philodendron do not like to be watered with cold water! Cold water will shock the root system, damaging your plant. Instead, use tepid or room temperature water when watering your plant. Let the top 1-2 inches of soil dry out before watering. To check, stick your finger into the soil to the second knuckle. If the soil feels dry, it's time to water your plant. Discard any excess water that drains out the bottom of the pot. If the leaves begin to turn yellow, that is a sign of overwatering.  </td> </tr> <tr> </tr><tr> <td> &nbsp;<img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_378dfbc9fd484321a96ace983840cae2~mv2.png"" title=""Fertilizer.png""> </td> <td> Fertilize every other month with a 50/50 solution of liquid fertilizer and water during the growing season (Spring and Summer). </td> </tr> <tr> <td> &nbsp; <img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_3500808838b04774a77f752a0b06ff5f~mv2.png"" title=""Pruning.png""> </td> <td> If you want your Philodendron to be bushy and full instead of sending out trailing vines, pinch off the growing stems just above the leaf node (where the leaf connects to the stem); this will be where your plant branches off. Otherwise, the only required pruning is removing dead or yellowing leaves. </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""Fertilizer.png"" src=""https://static.wixstatic.com/media/db81aa_1518c746bb784187b39b6d7c0f0a9d99~mv2.png"" title=""Size.png""> </td> <td> Height: 45 cm Spread: indefinite </td> </tr> <tr> <td> &nbsp; &nbsp; <img height=""44"" width="""" alt=""Temperature.png"" src=""https://static.wixstatic.com/media/db81aa_496ed922576a43b1913b631cdde0a39c~mv2.png"" title=""Temperature.png""> </td> <td> 18° - 27°C | 64° - 80°F </td> </tr> <tr> <td> &nbsp; <img src=""https://static.wixstatic.com/media/db81aa_35f16164e052489cb240eb9762f4be0b~mv2.png"" alt=""AirPurifying.png"" width="""" height=""40""> </td> <td> This plant is air purifying </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""NotPetFriendly.png"" src=""https://static.wixstatic.com/media/db81aa_6e13bb1bf0c2463e9aa88ec9e5ccb974~mv2.png"" title=""NotPetFriendly.png""> </td> <td> Toxic to pets and people </td> </tr> </tbody> </table> <p> &nbsp; &nbsp;<img height=""40"" width="""" alt=""DoNotConsume.png"" src=""https://static.wixstatic.com/media/db81aa_01125692a4f045aaac47321190267a00~mv2.png"" title=""DoNotConsume.png""> </p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_a972775e8342442f88d333ef1be0c16b~mv2.jpg,"6"" Philo Basket;6"" pots;Hanging Baskets;Tropical Plants",2115234100,TRUE
"6"" Hypocerta - Goldfish H.B.","<p style=""text-align: center;""><em> Nematanthus </em></p> <p>&nbsp;</p> <p> Goldfish Hypocerta gets its name from its bright orange flowers, which resemble a goldfish leaping out of water. Goldfish Hypocerta grow best in mild to moderate humidity. Lightly misting once a day with room-temperature water will help get the humidity levels around your plant to where they should be. Do not mist with cold water; this will damage the leaves. When the growing season for your plant ends (late Fall), your plant will need less water but higher humidity. Moving your plant to a bathroom will be helpful in getting your plant the humidity it needs over Winter. </p> <p>&nbsp;</p> <table border=""1""> <tbody> <tr> <td> <img title=""Sun_PartialShade.png"" src=""https://static.wixstatic.com/media/db81aa_3d5ce1e9ce234b8a9763e911a7d67bde~mv2.png"" alt=""Sun_PartialShade.png"" width="""" height=""32""> </td> <td> Goldfish Hypocerta grow best in lots of bright, indirect light. Placing near an east or west-facing window is best for getting your plant the amount of light it needs. Placing under a growing light over Winter will help keep your plant's light levels where they need to be for optimal growth. Minimal to no exposure to hot, direct sunlight, as this can cause buring to the leaves of your plant. </td> </tr> <tr> <td> &nbsp; <img height=""44"" width="""" alt=""Water2.png"" src=""https://static.wixstatic.com/media/db81aa_8c9ccd8a88a34b13b24514aac1a9990f~mv2.png"" title=""Water2.png""> </td> <td> Water regularly from late Spring to early Fall, keeping the soil consistently moist. From late Fall through Winter, allow the soil to become slightly dry to the touch before watering. Be careful not to let the soil dry out completely. </td> </tr> <tr> </tr><tr> <td> &nbsp;<img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_378dfbc9fd484321a96ace983840cae2~mv2.png"" title=""Fertilizer.png""> </td> <td> For optimal growth, fertilize weekly during the growing season (Spring and Summer) with a 50/50 solution of liquid fertilizer and water. </td> </tr> <tr> <td> &nbsp; <img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_3500808838b04774a77f752a0b06ff5f~mv2.png"" title=""Pruning.png""> </td> <td> Prune your plant back by up to 1/3 in early Spring. This helps promote more blooms and healthier plant growth. Additional trimming includes removing dead and yellowing leaves, brushing off dried up flowers that have dropped from their stems, and cutting back branches that are too long. When trimming your plant, cut the stem at an angle just below a leaf or flower node. </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""Fertilizer.png"" src=""https://static.wixstatic.com/media/db81aa_1518c746bb784187b39b6d7c0f0a9d99~mv2.png"" title=""Size.png""> </td> <td> Height: 30 cm Spread: indefinite </td> </tr> <tr> <td> &nbsp; &nbsp; <img height=""44"" width="""" alt=""Temperature.png"" src=""https://static.wixstatic.com/media/db81aa_496ed922576a43b1913b631cdde0a39c~mv2.png"" title=""Temperature.png""> </td> <td> 18° - 25C | 64° - 77°F </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""PetFriendly.png"" src=""https://static.wixstatic.com/media/db81aa_b2ee8fc8c84247f0a669ac3efec3cf9c~mv2.png"" title=""PetFriendly.png""> </td> <td> Nontoxic to pets and people </td> </tr> </tbody> </table> <p> &nbsp; &nbsp;<img height=""40"" width="""" alt=""DoNotConsume.png"" src=""https://static.wixstatic.com/media/db81aa_01125692a4f045aaac47321190267a00~mv2.png"" title=""DoNotConsume.png""> </p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_68a7c4ad4a9543a4b85a68882541f96d~mv2.jpg,"6"" pots;Hanging Baskets;Pet Pals;Tropical Plants",2115178000,TRUE
"6"" String of Dolphin","<p style=""text-align: center;""><em> Senecio Peregrinus </em></p> <p>&nbsp;</p> <p> String of Dolphin is a trailing succulent-type troipcal plant that got its name from its unique leaves that resemble leaping dolphins. Since this is a trailing plant, it is perfect for hanging baskets or trailing across shelves and mantles. Rotate your plant regularly to encourage regular, consistent growth. Like most tropical plants, String of Dolphin does like more humid growing conditions, but will grow well without higher humidity as well. </p> <p>&nbsp;</p> <table border=""1""> <tbody> <tr> <td> <img title=""Sun_PartialShade.png"" src=""https://static.wixstatic.com/media/db81aa_3d5ce1e9ce234b8a9763e911a7d67bde~mv2.png"" alt=""Sun_PartialShade.png"" width="""" height=""32""> </td> <td> String of Dolphin grows best in bright, indirect light, but will tolerate a couple hours of not too hot direct sunlight daily. Placing by a South or West facing window should provide adequate light. </td> </tr>  <tr><td> &nbsp; <img height=""44"" width="""" alt=""Water2.png"" src=""https://static.wixstatic.com/media/db81aa_8c9ccd8a88a34b13b24514aac1a9990f~mv2.png"" title=""Water2.png""> </td> <td> String of Dolphin like the ""soak and dry"" method: water your plant thoroughly, allowing the soil to dry out before watering again. Discarding any excess water that may drain out the bottom of the pot. Avoid letting your plant stand in water. </td> </tr> <tr> </tr><tr> <td> &nbsp;<img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_378dfbc9fd484321a96ace983840cae2~mv2.png"" title=""Fertilizer.png""> </td> <td> String of Dolphin can benefit from a monthly application of diluted fertilizer once a month in the growing season (Spring and Summer). </td> </tr> <tr> <td> &nbsp; <img height=""42"" width="""" src=""https://static.wixstatic.com/media/db81aa_3500808838b04774a77f752a0b06ff5f~mv2.png"" title=""Pruning.png""> </td> <td> Trim the longer, leggy stems and shoots to encourage fuller, healthier growth. </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""Fertilizer.png"" src=""https://static.wixstatic.com/media/db81aa_1518c746bb784187b39b6d7c0f0a9d99~mv2.png"" title=""Size.png""> </td> <td> Height: 20 cm Spread: indefinite </td> </tr> <tr> <td> &nbsp; &nbsp; <img height=""44"" width="""" alt=""Temperature.png"" src=""https://static.wixstatic.com/media/db81aa_496ed922576a43b1913b631cdde0a39c~mv2.png"" title=""Temperature.png""> </td> <td> 18° - 24°C | 64° - 75°F </td> </tr> <tr> <td> &nbsp; <img height=""40"" width="""" alt=""NotPetFriendly.png"" src=""https://static.wixstatic.com/media/db81aa_6e13bb1bf0c2463e9aa88ec9e5ccb974~mv2.png"" title=""NotPetFriendly.png""> </td> <td> Toxic to pets and people </td> </tr> </tbody> </table> <p> &nbsp; &nbsp;<img height=""40"" width="""" alt=""DoNotConsume.png"" src=""https://static.wixstatic.com/media/db81aa_01125692a4f045aaac47321190267a00~mv2.png"" title=""DoNotConsume.png""> </p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",,"6"" Senecio Basket;6"" pots;Hanging Baskets;Tropical Plants",2115288000,TRUE
